observacion_id,variante,segmento,conversion,margen,tiempo_respuesta_ms
775,B,Nuevo,0,0.00,523
776,A,Recurrente,1,59.14,365
777,A,Recurrente,0,0.00,519
778,A,Recurrente,0,0.00,633
779,A,Nuevo,0,0.00,429
780,B,Nuevo,1,35.81,556
781,B,Alto valor,0,0.00,553
782,B,Nuevo,0,0.00,447
783,A,Nuevo,0,0.00,420
784,B,Recurrente,0,0.00,410
785,A,Alto valor,0,0.00,410
786,A,Recurrente,0,0.00,423
787,A,Recurrente,1,39.95,294
788,A,Alto valor,0,0.00,472
789,B,Recurrente,0,0.00,521
790,A,Alto valor,0,0.00,307
791,A,Recurrente,0,0.00,410
792,B,Nuevo,0,0.00,334
793,A,Nuevo,0,0.00,473
794,A,Nuevo,0,0.00,490
795,B,Nuevo,0,0.00,562
796,A,Alto valor,0,0.00,405
797,A,Alto valor,0,0.00,421
798,B,Nuevo,0,0.00,302
799,A,Nuevo,0,0.00,563
800,A,Alto valor,1,74.44,363
801,B,Recurrente,0,0.00,505
802,A,Alto valor,0,0.00,397
803,B,Recurrente,0,0.00,354
804,A,Nuevo,0,0.00,367
805,A,Nuevo,0,0.00,612
806,B,Alto valor,0,0.00,515
807,A,Alto valor,0,0.00,496
808,A,Recurrente,0,0.00,442
809,A,Alto valor,0,0.00,506
810,B,Alto valor,1,86.17,564
811,B,Alto valor,0,0.00,499
812,A,Recurrente,0,0.00,583
813,B,Nuevo,1,17.14,609
814,B,Recurrente,0,0.00,525
815,B,Alto valor,0,0.00,500
816,A,Nuevo,1,21.50,431
817,A,Alto valor,0,0.00,444
818,A,Nuevo,0,0.00,322
819,B,Nuevo,1,16.63,477
820,B,Alto valor,0,0.00,529
821,B,Nuevo,1,32.67,436
822,A,Recurrente,0,0.00,165
823,B,Nuevo,0,0.00,494
824,A,Recurrente,0,0.00,455
825,A,Nuevo,0,0.00,557
826,A,Nuevo,0,0.00,472
827,B,Nuevo,0,0.00,429
828,B,Alto valor,0,0.00,483
829,B,Alto valor,0,0.00,414
830,B,Alto valor,1,76.27,425
831,A,Recurrente,1,57.97,391
832,B,Recurrente,0,0.00,586
833,A,Alto valor,1,103.30,385
834,B,Alto valor,0,0.00,522
835,B,Alto valor,1,96.30,469
836,A,Nuevo,0,0.00,496
837,A,Alto valor,0,0.00,372
838,B,Recurrente,0,0.00,337
839,A,Recurrente,1,5.00,494
840,A,Alto valor,0,0.00,484
841,A,Nuevo,0,0.00,258
842,A,Nuevo,0,0.00,436
843,A,Nuevo,0,0.00,451
844,A,Alto valor,0,0.00,252
845,B,Alto valor,0,0.00,394
846,A,Nuevo,0,0.00,510
847,B,Nuevo,0,0.00,561
848,A,Recurrente,0,0.00,540
849,B,Nuevo,0,0.00,610
850,A,Alto valor,1,107.79,445
851,B,Nuevo,0,0.00,495
852,A,Recurrente,0,0.00,545
853,B,Nuevo,0,0.00,491
854,A,Alto valor,0,0.00,456
855,A,Nuevo,0,0.00,404
856,A,Alto valor,0,0.00,393
857,B,Recurrente,0,0.00,449
858,A,Alto valor,0,0.00,408
859,B,Alto valor,0,0.00,456
860,B,Alto valor,0,0.00,495
861,B,Nuevo,0,0.00,311
862,A,Alto valor,1,58.87,493
863,A,Nuevo,0,0.00,447
864,A,Recurrente,1,32.28,364
865,A,Recurrente,0,0.00,238
866,B,Nuevo,0,0.00,640
867,B,Recurrente,0,0.00,435
868,B,Recurrente,0,0.00,459
869,B,Alto valor,0,0.00,571
870,B,Alto valor,1,88.10,510
871,A,Alto valor,1,95.19,529
872,A,Alto valor,0,0.00,378
873,A,Alto valor,0,0.00,433
874,A,Recurrente,1,32.12,413
875,B,Recurrente,0,0.00,448
876,A,Recurrente,0,0.00,491
877,A,Nuevo,0,0.00,433
878,B,Alto valor,1,85.98,313
879,A,Recurrente,1,55.31,482
880,B,Nuevo,0,0.00,484
881,B,Alto valor,0,0.00,588
882,B,Alto valor,1,93.90,522
883,B,Nuevo,1,28.32,537
884,B,Nuevo,0,0.00,448
885,A,Nuevo,0,0.00,424
886,B,Nuevo,1,22.71,446
887,A,Recurrente,1,44.83,350
888,B,Alto valor,0,0.00,430
889,A,Recurrente,0,0.00,301
890,B,Nuevo,0,0.00,628
891,B,Alto valor,1,82.96,566
892,A,Alto valor,0,0.00,416
893,A,Recurrente,0,0.00,402
894,B,Recurrente,0,0.00,551
895,B,Alto valor,1,53.34,542
896,B,Nuevo,0,0.00,399
897,B,Recurrente,0,0.00,314
898,A,Recurrente,0,0.00,402
899,B,Recurrente,0,0.00,548
900,B,Alto valor,0,0.00,501
901,B,Nuevo,0,0.00,511
902,A,Nuevo,0,0.00,521
903,A,Nuevo,0,0.00,485
904,B,Nuevo,0,0.00,555
905,B,Nuevo,0,0.00,550
906,A,Recurrente,0,0.00,385
907,B,Nuevo,1,13.14,563
908,A,Alto valor,0,0.00,396
909,A,Recurrente,0,0.00,421
910,B,Nuevo,1,23.72,447
911,B,Alto valor,0,0.00,644
912,A,Nuevo,0,0.00,419
913,A,Alto valor,1,74.30,463
914,A,Recurrente,0,0.00,214
915,B,Nuevo,0,0.00,531
916,A,Nuevo,0,0.00,568
917,B,Recurrente,1,23.44,376
918,B,Nuevo,0,0.00,567
919,A,Recurrente,1,52.68,446
920,A,Nuevo,0,0.00,476
921,A,Nuevo,1,29.09,412
922,B,Recurrente,0,0.00,501
923,B,Alto valor,0,0.00,576
924,A,Alto valor,0,0.00,395
925,A,Recurrente,0,0.00,614
926,B,Alto valor,0,0.00,471
927,A,Nuevo,0,0.00,632
928,B,Alto valor,0,0.00,503
929,B,Nuevo,0,0.00,552
930,B,Nuevo,1,41.56,450
931,A,Recurrente,0,0.00,431
932,B,Nuevo,0,0.00,531
933,B,Nuevo,0,0.00,485
934,B,Nuevo,1,32.72,592
935,A,Alto valor,0,0.00,517
936,B,Nuevo,0,0.00,477
937,A,Alto valor,0,0.00,425
938,A,Alto valor,1,79.42,337
939,A,Recurrente,0,0.00,430
940,A,Alto valor,0,0.00,550
941,B,Recurrente,0,0.00,614
942,B,Nuevo,0,0.00,569
943,B,Recurrente,0,0.00,606
944,B,Recurrente,0,0.00,558
945,A,Nuevo,0,0.00,411
946,A,Nuevo,1,33.59,443
947,B,Recurrente,0,0.00,500
948,A,Nuevo,0,0.00,481
949,A,Alto valor,0,0.00,403
950,A,Alto valor,0,0.00,491
951,B,Nuevo,0,0.00,425
952,B,Nuevo,0,0.00,544
953,A,Nuevo,0,0.00,479
954,B,Recurrente,0,0.00,578
955,A,Alto valor,0,0.00,470
956,A,Nuevo,0,0.00,354
957,B,Recurrente,0,0.00,532
958,A,Recurrente,0,0.00,491
959,B,Alto valor,0,0.00,455
960,A,Recurrente,0,0.00,409
961,A,Nuevo,0,0.00,268
962,A,Recurrente,0,0.00,505
963,A,Recurrente,0,0.00,479
964,B,Alto valor,1,74.32,406
965,B,Alto valor,0,0.00,603
966,B,Alto valor,0,0.00,539
967,A,Recurrente,1,37.86,493
968,B,Nuevo,1,21.87,495
969,B,Recurrente,0,0.00,525
970,A,Recurrente,0,0.00,443
971,B,Nuevo,0,0.00,340
972,B,Nuevo,0,0.00,494
973,B,Nuevo,0,0.00,534
974,B,Recurrente,0,0.00,519
975,B,Alto valor,0,0.00,517
976,B,Recurrente,1,22.14,548
977,A,Nuevo,0,0.00,489
978,B,Recurrente,0,0.00,444
979,B,Alto valor,1,75.31,463
980,A,Alto valor,0,0.00,434
981,A,Alto valor,1,79.77,597
982,A,Recurrente,0,0.00,456
983,B,Recurrente,0,0.00,564
984,B,Alto valor,0,0.00,470
985,B,Recurrente,0,0.00,477
986,A,Recurrente,0,0.00,366
987,A,Alto valor,0,0.00,468
988,A,Recurrente,0,0.00,479
989,B,Nuevo,0,0.00,453
990,A,Recurrente,1,49.47,477
991,B,Nuevo,0,0.00,520
992,B,Alto valor,1,98.19,572
993,A,Recurrente,0,0.00,436
994,A,Nuevo,0,0.00,452
995,A,Alto valor,0,0.00,569
996,B,Alto valor,0,0.00,621
997,A,Alto valor,1,63.25,361
998,B,Nuevo,0,0.00,488
999,A,Nuevo,1,37.36,422
1000,A,Recurrente,0,0.00,467
1001,B,Nuevo,0,0.00,410
1002,A,Nuevo,0,0.00,577
1003,B,Recurrente,0,0.00,473
1004,B,Nuevo,0,0.00,510
1005,B,Alto valor,0,0.00,584
1006,B,Recurrente,0,0.00,518
1007,A,Alto valor,1,63.78,383
1008,A,Recurrente,0,0.00,488
1009,A,Alto valor,0,0.00,380
1010,A,Nuevo,0,0.00,536
1011,B,Nuevo,0,0.00,434
1012,B,Alto valor,1,97.25,480
1013,B,Nuevo,0,0.00,414
1014,A,Nuevo,0,0.00,523
1015,B,Nuevo,0,0.00,619
1016,A,Nuevo,0,0.00,431
1017,B,Nuevo,0,0.00,497
1018,B,Nuevo,0,0.00,464
1019,A,Alto valor,0,0.00,346
1020,B,Nuevo,0,0.00,317
1021,A,Nuevo,0,0.00,522
1022,A,Alto valor,1,90.94,389
1023,B,Nuevo,0,0.00,480
1024,B,Nuevo,0,0.00,419
1025,B,Nuevo,1,34.44,459
1026,B,Recurrente,0,0.00,477
1027,A,Alto valor,0,0.00,398
1028,A,Nuevo,0,0.00,374
1029,A,Recurrente,0,0.00,458
1030,B,Nuevo,0,0.00,511
1031,A,Alto valor,0,0.00,569
1032,B,Recurrente,1,49.01,477
1033,A,Alto valor,0,0.00,373
1034,A,Nuevo,0,0.00,518
1035,B,Recurrente,0,0.00,463
1036,B,Nuevo,0,0.00,410
1037,A,Alto valor,1,66.14,463
1038,A,Alto valor,1,78.22,448
1039,B,Recurrente,0,0.00,456
1040,B,Recurrente,0,0.00,614
1041,A,Recurrente,0,0.00,528
1042,A,Alto valor,0,0.00,471
1043,B,Alto valor,0,0.00,365
1044,A,Recurrente,0,0.00,478
1045,A,Nuevo,0,0.00,497
1046,B,Nuevo,0,0.00,455
1047,A,Nuevo,0,0.00,409
1048,A,Recurrente,0,0.00,440
1049,B,Nuevo,0,0.00,347
1050,B,Nuevo,0,0.00,633
1051,A,Alto valor,0,0.00,375
1052,A,Alto valor,0,0.00,436
1053,B,Nuevo,0,0.00,390
1054,B,Nuevo,0,0.00,395
1055,A,Recurrente,0,0.00,511
1056,B,Recurrente,0,0.00,478
1057,B,Nuevo,0,0.00,572
1058,A,Alto valor,0,0.00,545
1059,B,Recurrente,0,0.00,412
1060,B,Nuevo,1,15.93,491
1061,B,Alto valor,0,0.00,625
1062,A,Alto valor,0,0.00,399
1063,A,Nuevo,0,0.00,564
1064,B,Nuevo,0,0.00,602
1065,A,Recurrente,1,53.51,388
1066,B,Recurrente,0,0.00,341
1067,A,Nuevo,0,0.00,469
1068,A,Nuevo,0,0.00,385
1069,A,Alto valor,0,0.00,453
1070,A,Nuevo,0,0.00,465
1071,A,Recurrente,0,0.00,462
1072,B,Nuevo,1,36.90,402
1073,B,Nuevo,0,0.00,534
1074,A,Nuevo,0,0.00,529
1075,B,Recurrente,0,0.00,597
1076,B,Nuevo,0,0.00,503
1077,A,Recurrente,0,0.00,448
1078,B,Alto valor,0,0.00,473
1079,A,Nuevo,0,0.00,520
1080,A,Nuevo,1,21.88,504
1081,B,Recurrente,1,54.11,397
1082,A,Alto valor,1,106.87,413
1083,A,Nuevo,1,43.34,390
1084,B,Nuevo,0,0.00,664
1085,A,Recurrente,0,0.00,394
1086,A,Nuevo,0,0.00,455
1087,B,Recurrente,0,0.00,576
1088,B,Alto valor,1,81.94,557
1089,A,Nuevo,0,0.00,337
1090,B,Recurrente,1,43.72,490
1091,B,Recurrente,0,0.00,477
1092,A,Nuevo,0,0.00,481
1093,B,Recurrente,1,37.56,496
1094,B,Recurrente,0,0.00,495
1095,B,Alto valor,0,0.00,500
1096,B,Alto valor,0,0.00,637
1097,B,Alto valor,0,0.00,578
1098,B,Recurrente,0,0.00,604
1099,A,Nuevo,0,0.00,581
1100,A,Recurrente,0,0.00,414
1101,B,Recurrente,0,0.00,395
1102,A,Nuevo,0,0.00,521
1103,B,Recurrente,1,28.71,503
1104,B,Nuevo,0,0.00,547
1105,A,Recurrente,0,0.00,468
1106,B,Recurrente,0,0.00,479
1107,B,Recurrente,0,0.00,608
1108,A,Recurrente,0,0.00,249
1109,B,Alto valor,0,0.00,410
1110,A,Alto valor,0,0.00,436
1111,B,Alto valor,1,82.99,486
1112,A,Recurrente,1,23.91,471
1113,A,Nuevo,0,0.00,507
1114,A,Nuevo,0,0.00,457
1115,B,Recurrente,0,0.00,513
1116,B,Recurrente,0,0.00,506
1117,A,Nuevo,0,0.00,522
1118,B,Recurrente,0,0.00,394
1119,A,Alto valor,0,0.00,366
1120,B,Recurrente,0,0.00,473
1121,B,Nuevo,0,0.00,604
1122,B,Alto valor,0,0.00,430
1123,B,Recurrente,1,57.95,383
1124,A,Nuevo,0,0.00,356
1125,B,Nuevo,0,0.00,534
1126,A,Alto valor,0,0.00,409
1127,A,Nuevo,0,0.00,568
1128,A,Recurrente,0,0.00,340
1129,A,Nuevo,0,0.00,396
1130,B,Alto valor,0,0.00,613
1131,A,Nuevo,0,0.00,400
1132,B,Nuevo,0,0.00,527
1133,A,Nuevo,0,0.00,372
1134,B,Recurrente,0,0.00,538
1135,A,Alto valor,0,0.00,257
1136,B,Nuevo,0,0.00,709
1137,A,Nuevo,0,0.00,505
1138,A,Recurrente,1,40.48,462
1139,A,Alto valor,0,0.00,431
1140,A,Nuevo,0,0.00,525
1141,A,Recurrente,0,0.00,455
1142,B,Alto valor,0,0.00,411
1143,A,Recurrente,0,0.00,424
1144,A,Alto valor,0,0.00,466
1145,A,Alto valor,0,0.00,268
1146,B,Recurrente,0,0.00,624
1147,A,Alto valor,1,90.43,357
1148,B,Nuevo,0,0.00,458
1149,B,Alto valor,0,0.00,528
1150,B,Nuevo,0,0.00,487
1151,A,Nuevo,0,0.00,483
1152,A,Recurrente,0,0.00,325
1153,A,Alto valor,0,0.00,394
1154,B,Nuevo,0,0.00,331
1155,A,Nuevo,0,0.00,442
1156,B,Alto valor,1,98.84,451
1157,A,Recurrente,0,0.00,505
1158,B,Nuevo,0,0.00,468
1159,B,Nuevo,0,0.00,393
1160,A,Recurrente,0,0.00,396
1161,B,Recurrente,0,0.00,569
1162,A,Recurrente,0,0.00,291
1163,A,Nuevo,0,0.00,368
1164,A,Alto valor,1,94.86,561
1165,B,Alto valor,1,105.12,587
1166,A,Recurrente,0,0.00,435
1167,B,Recurrente,0,0.00,388
1168,B,Recurrente,0,0.00,508
1169,A,Nuevo,0,0.00,525
1170,A,Nuevo,0,0.00,556
1171,B,Nuevo,0,0.00,373
1172,A,Recurrente,0,0.00,402
1173,A,Recurrente,0,0.00,374
1174,B,Alto valor,0,0.00,494
1175,B,Alto valor,0,0.00,536
1176,B,Recurrente,1,35.01,543
1177,A,Alto valor,0,0.00,410
1178,A,Alto valor,0,0.00,400
1179,A,Nuevo,0,0.00,448
1180,A,Recurrente,0,0.00,407
1181,B,Recurrente,0,0.00,531
1182,A,Alto valor,0,0.00,494
1183,A,Alto valor,0,0.00,395
1184,B,Alto valor,0,0.00,467
1185,B,Alto valor,0,0.00,438
1186,A,Alto valor,0,0.00,384
1187,A,Nuevo,0,0.00,522
1188,B,Recurrente,0,0.00,464
1189,B,Alto valor,0,0.00,480
1190,B,Nuevo,0,0.00,524
1191,B,Nuevo,0,0.00,425
1192,B,Alto valor,0,0.00,430
1193,B,Alto valor,0,0.00,374
1194,A,Alto valor,1,81.31,443
1195,A,Alto valor,0,0.00,517
1196,A,Nuevo,1,18.27,378
1197,B,Alto valor,0,0.00,606
1198,A,Nuevo,0,0.00,437
1199,A,Nuevo,1,32.47,492
1200,B,Alto valor,0,0.00,492
1201,A,Nuevo,0,0.00,593
1202,B,Alto valor,0,0.00,412
1203,A,Nuevo,0,0.00,371
1204,B,Nuevo,1,23.11,448
1205,A,Recurrente,0,0.00,525
1206,B,Recurrente,0,0.00,600
1207,A,Alto valor,0,0.00,571
1208,B,Recurrente,0,0.00,526
1209,B,Nuevo,0,0.00,507
1210,A,Nuevo,1,13.96,432
1211,A,Nuevo,0,0.00,425
1212,B,Alto valor,0,0.00,516
1213,A,Alto valor,0,0.00,370
1214,A,Alto valor,0,0.00,451
1215,B,Nuevo,0,0.00,443
1216,A,Recurrente,0,0.00,430
1217,B,Recurrente,0,0.00,463
1218,A,Recurrente,0,0.00,357
1219,A,Recurrente,0,0.00,488
1220,B,Recurrente,0,0.00,479
1221,A,Recurrente,1,35.66,250
1222,B,Alto valor,0,0.00,528
1223,B,Recurrente,1,52.00,407
1224,B,Nuevo,0,0.00,487
1225,A,Nuevo,0,0.00,380
1226,A,Alto valor,0,0.00,506
1227,B,Recurrente,1,32.44,499
1228,B,Nuevo,0,0.00,411
1229,A,Recurrente,0,0.00,471
1230,B,Nuevo,0,0.00,403
1231,B,Alto valor,1,85.00,566
1232,A,Alto valor,0,0.00,502
1233,A,Alto valor,0,0.00,396
1234,A,Nuevo,0,0.00,427
1235,B,Nuevo,0,0.00,665
1236,B,Alto valor,0,0.00,406
1237,A,Recurrente,0,0.00,449
1238,B,Recurrente,0,0.00,423
1239,A,Nuevo,0,0.00,357
1240,A,Alto valor,0,0.00,429
1241,B,Alto valor,0,0.00,434
1242,A,Alto valor,0,0.00,279
1243,A,Nuevo,1,16.89,281
1244,A,Recurrente,1,41.08,482
1245,B,Nuevo,0,0.00,442
1246,A,Nuevo,0,0.00,466
1247,B,Alto valor,0,0.00,507
1248,B,Recurrente,0,0.00,523
1249,B,Recurrente,0,0.00,308
1250,B,Alto valor,0,0.00,458
1251,A,Nuevo,1,28.04,368
1252,A,Alto valor,0,0.00,333
1253,B,Recurrente,0,0.00,494
1254,B,Nuevo,0,0.00,422
1255,B,Nuevo,0,0.00,551
1256,A,Recurrente,1,30.56,528
1257,A,Nuevo,0,0.00,479
1258,B,Nuevo,0,0.00,514
1259,B,Nuevo,0,0.00,562
1260,A,Alto valor,0,0.00,439
1261,A,Nuevo,1,28.75,452
1262,B,Nuevo,1,27.01,388
1263,B,Nuevo,1,27.46,539
1264,B,Recurrente,0,0.00,447
1265,B,Nuevo,0,0.00,318
1266,B,Alto valor,0,0.00,512
1267,A,Recurrente,0,0.00,373
1268,A,Recurrente,0,0.00,418
1269,B,Recurrente,0,0.00,459
1270,A,Recurrente,0,0.00,482
1271,A,Nuevo,0,0.00,391
1272,B,Nuevo,0,0.00,443
1273,B,Recurrente,1,56.53,611
1274,B,Nuevo,0,0.00,497
1275,B,Nuevo,0,0.00,463
1276,B,Nuevo,0,0.00,533
1277,B,Alto valor,1,58.15,575
1278,B,Nuevo,0,0.00,492
1279,B,Nuevo,0,0.00,502
1280,B,Alto valor,0,0.00,471
1281,A,Recurrente,0,0.00,496
1282,B,Nuevo,0,0.00,544
1283,A,Recurrente,0,0.00,547
1284,A,Alto valor,0,0.00,540
1285,B,Recurrente,0,0.00,571
1286,A,Alto valor,1,72.88,358
1287,A,Recurrente,0,0.00,367
1288,A,Alto valor,1,69.96,567
1289,A,Nuevo,0,0.00,345
1290,A,Alto valor,0,0.00,427
1291,A,Nuevo,0,0.00,386
1292,A,Recurrente,0,0.00,461
1293,A,Alto valor,1,83.07,446
1294,B,Recurrente,0,0.00,623
1295,A,Alto valor,0,0.00,541
1296,B,Recurrente,0,0.00,533
1297,A,Recurrente,0,0.00,494
1298,A,Recurrente,0,0.00,346
1299,B,Recurrente,0,0.00,669
1300,B,Alto valor,0,0.00,530
1301,B,Alto valor,1,73.87,469
1302,A,Nuevo,0,0.00,548
1303,B,Recurrente,0,0.00,556
1304,A,Alto valor,0,0.00,513
1305,A,Recurrente,0,0.00,458
1306,A,Alto valor,0,0.00,414
1307,A,Recurrente,0,0.00,333
1308,B,Nuevo,1,50.67,498
1309,A,Nuevo,0,0.00,537
1310,B,Alto valor,0,0.00,527
1311,B,Recurrente,0,0.00,466
1312,A,Alto valor,0,0.00,409
1313,B,Recurrente,1,46.32,489
1314,A,Nuevo,0,0.00,365
1315,B,Alto valor,0,0.00,595
1316,B,Nuevo,0,0.00,434
1317,B,Recurrente,0,0.00,360
1318,B,Recurrente,0,0.00,529
1319,B,Nuevo,0,0.00,514
1320,A,Nuevo,0,0.00,513
1321,A,Alto valor,0,0.00,359
1322,A,Recurrente,0,0.00,369
1323,B,Recurrente,0,0.00,454
1324,A,Nuevo,0,0.00,337
1325,B,Alto valor,0,0.00,356
1326,A,Nuevo,0,0.00,384
1327,B,Alto valor,0,0.00,555
1328,A,Alto valor,0,0.00,395
1329,B,Recurrente,0,0.00,584
1330,A,Recurrente,0,0.00,451
1331,A,Alto valor,0,0.00,337
1332,B,Nuevo,0,0.00,664
1333,B,Nuevo,1,44.34,546
1334,B,Alto valor,0,0.00,466
1335,B,Alto valor,0,0.00,434
1336,B,Nuevo,0,0.00,476
1337,B,Recurrente,0,0.00,469
1338,A,Alto valor,0,0.00,409
1339,B,Alto valor,0,0.00,502
1340,A,Recurrente,1,34.29,420
1341,B,Alto valor,1,79.38,398
1342,B,Recurrente,0,0.00,482
1343,A,Recurrente,0,0.00,364
1344,B,Recurrente,0,0.00,440
1345,B,Alto valor,0,0.00,468
1346,A,Recurrente,1,41.22,453
1347,A,Nuevo,0,0.00,454
1348,B,Nuevo,1,16.63,640
1349,A,Alto valor,0,0.00,410
1350,A,Alto valor,0,0.00,542
1351,B,Recurrente,0,0.00,492
1352,B,Recurrente,1,59.83,524
1353,B,Recurrente,0,0.00,446
1354,B,Nuevo,0,0.00,548
1355,B,Recurrente,0,0.00,623
1356,A,Recurrente,0,0.00,434
1357,A,Nuevo,0,0.00,291
1358,B,Nuevo,0,0.00,359
1359,A,Recurrente,1,46.24,479
1360,A,Recurrente,0,0.00,596
1361,A,Recurrente,1,63.72,462
1362,A,Alto valor,0,0.00,426
1363,A,Recurrente,0,0.00,538
1364,B,Recurrente,0,0.00,419
1365,B,Alto valor,0,0.00,540
1366,A,Alto valor,0,0.00,502
1367,B,Nuevo,0,0.00,452
1368,B,Recurrente,0,0.00,506
1369,A,Nuevo,0,0.00,431
1370,B,Recurrente,0,0.00,431
1371,A,Alto valor,1,75.01,363
1372,B,Alto valor,0,0.00,616
1373,A,Nuevo,0,0.00,503
1374,A,Nuevo,0,0.00,571
1375,B,Nuevo,0,0.00,539
1376,A,Recurrente,0,0.00,447
1377,B,Alto valor,0,0.00,460
1378,B,Recurrente,0,0.00,490
1379,A,Nuevo,1,8.93,413
1380,A,Recurrente,0,0.00,421
1381,A,Recurrente,1,38.11,457
1382,A,Nuevo,0,0.00,483
1383,B,Alto valor,0,0.00,453
1384,B,Recurrente,0,0.00,491
1385,A,Nuevo,0,0.00,462
1386,A,Alto valor,0,0.00,414
1387,B,Alto valor,0,0.00,464
1388,A,Nuevo,0,0.00,489
1389,B,Recurrente,0,0.00,544
1390,A,Recurrente,0,0.00,513
1391,B,Alto valor,0,0.00,522
1392,A,Nuevo,0,0.00,542
1393,A,Nuevo,0,0.00,231
1394,B,Recurrente,0,0.00,392
1395,B,Alto valor,0,0.00,577
1396,B,Recurrente,0,0.00,552
1397,B,Recurrente,0,0.00,478
1398,A,Alto valor,0,0.00,297
1399,A,Recurrente,0,0.00,452
1400,B,Nuevo,0,0.00,580
1401,A,Alto valor,0,0.00,552
1402,B,Recurrente,0,0.00,513
1403,B,Nuevo,0,0.00,426
1404,B,Alto valor,0,0.00,518
1405,A,Alto valor,0,0.00,380
1406,B,Alto valor,1,97.60,448
1407,A,Alto valor,0,0.00,325
1408,A,Nuevo,0,0.00,453
1409,B,Recurrente,0,0.00,301
1410,B,Nuevo,1,20.76,468
1411,A,Alto valor,0,0.00,496
1412,B,Recurrente,0,0.00,483
1413,B,Recurrente,0,0.00,502
1414,A,Nuevo,0,0.00,509
1415,B,Alto valor,0,0.00,306
1416,B,Recurrente,0,0.00,502
1417,B,Nuevo,0,0.00,402
1418,A,Nuevo,0,0.00,449
1419,A,Recurrente,0,0.00,390
1420,A,Alto valor,0,0.00,337
1421,B,Recurrente,0,0.00,517
1422,B,Alto valor,0,0.00,513
1423,B,Recurrente,0,0.00,400
1424,A,Nuevo,0,0.00,289
1425,B,Alto valor,0,0.00,564
1426,B,Alto valor,0,0.00,396
1427,B,Recurrente,0,0.00,459
1428,B,Alto valor,0,0.00,396
1429,B,Alto valor,0,0.00,540
1430,A,Nuevo,0,0.00,421
1431,B,Recurrente,0,0.00,469
1432,B,Nuevo,0,0.00,511
1433,A,Nuevo,0,0.00,573
1434,B,Alto valor,0,0.00,425
1435,B,Recurrente,0,0.00,484
1436,A,Nuevo,0,0.00,537
1437,B,Recurrente,0,0.00,403
1438,A,Nuevo,0,0.00,499
1439,A,Recurrente,1,34.75,531
1440,A,Alto valor,0,0.00,547
1441,A,Recurrente,0,0.00,486
1442,B,Nuevo,0,0.00,583
1443,B,Recurrente,0,0.00,454
1444,A,Alto valor,1,82.85,432
1445,B,Nuevo,0,0.00,547
1446,B,Alto valor,1,86.97,442
1447,A,Nuevo,0,0.00,487
1448,B,Alto valor,0,0.00,440
1449,A,Alto valor,0,0.00,435
1450,A,Alto valor,0,0.00,358
1451,B,Alto valor,0,0.00,472
1452,B,Nuevo,0,0.00,440
1453,A,Nuevo,0,0.00,371
1454,A,Nuevo,0,0.00,498
1455,B,Alto valor,0,0.00,490
1456,A,Nuevo,0,0.00,499
1457,B,Nuevo,0,0.00,476
1458,A,Nuevo,0,0.00,380
1459,A,Alto valor,1,88.63,400
1460,B,Recurrente,0,0.00,440
1461,A,Nuevo,1,38.89,352
1462,B,Alto valor,0,0.00,460
1463,B,Alto valor,1,82.70,643
1464,B,Recurrente,0,0.00,451
1465,B,Recurrente,0,0.00,542
1466,B,Nuevo,0,0.00,535
1467,A,Alto valor,0,0.00,500
1468,B,Alto valor,0,0.00,429
1469,B,Recurrente,0,0.00,517
1470,B,Alto valor,0,0.00,474
1471,B,Nuevo,0,0.00,476
1472,A,Recurrente,0,0.00,404
1473,A,Recurrente,1,31.46,411
1474,A,Recurrente,0,0.00,485
1475,B,Recurrente,0,0.00,380
1476,B,Recurrente,0,0.00,458
1477,B,Recurrente,0,0.00,447
1478,B,Recurrente,0,0.00,580
1479,B,Alto valor,0,0.00,583
1480,B,Nuevo,0,0.00,524
1481,B,Nuevo,1,25.50,403
1482,A,Nuevo,0,0.00,397
1483,A,Recurrente,0,0.00,439
1484,A,Nuevo,0,0.00,402
1485,B,Alto valor,0,0.00,447
1486,B,Recurrente,0,0.00,430
1487,A,Nuevo,0,0.00,473
1488,B,Alto valor,1,89.05,478
1489,A,Nuevo,0,0.00,446
1490,B,Alto valor,0,0.00,588
1491,A,Alto valor,1,71.55,555
1492,B,Alto valor,1,80.31,537
1493,B,Recurrente,1,42.33,548
1494,A,Alto valor,1,101.64,514
1495,B,Nuevo,0,0.00,454
1496,B,Nuevo,0,0.00,508
1497,A,Alto valor,1,80.10,410
1498,B,Alto valor,1,101.08,465
1499,A,Nuevo,0,0.00,519
1500,B,Alto valor,1,83.03,541
1501,B,Recurrente,0,0.00,530
1502,B,Alto valor,0,0.00,428
1503,B,Nuevo,0,0.00,565
1504,A,Recurrente,0,0.00,433
1505,B,Alto valor,0,0.00,538
1506,B,Alto valor,0,0.00,620
1507,A,Recurrente,0,0.00,389
1508,A,Alto valor,0,0.00,510
1509,A,Recurrente,0,0.00,363
1510,B,Recurrente,0,0.00,573
1511,A,Nuevo,0,0.00,356
1512,B,Nuevo,0,0.00,488
1513,B,Recurrente,1,8.95,535
1514,B,Recurrente,0,0.00,453
1515,A,Recurrente,0,0.00,504
1516,A,Recurrente,0,0.00,374
1517,A,Nuevo,0,0.00,363
1518,A,Alto valor,0,0.00,579
1519,A,Recurrente,0,0.00,395
1520,B,Nuevo,0,0.00,523
