cliente_id,segmento,zona_operativa,canal_preferido,antiguedad_meses,compras_90d,ticket_promedio,reclamos_180d,costo_contacto,valor_cliente_12m,abandono_30d
381,Premium,Centro,Sucursal,56,10,111.62,0,8.50,2969.82,0
382,Inicial,Centro,Digital,77,1,28.38,0,1.80,127.48,0
383,Premium,Norte,Digital,44,11,130.14,0,1.80,5754.90,0
384,Premium,Sur,Sucursal,71,10,124.19,0,8.50,4747.54,0
385,Premium,Norte,Telefónico,84,10,132.67,0,4.20,5368.94,0
386,Premium,Remota,Sucursal,69,8,,1,8.50,4287.33,0
387,Inicial,Centro,Sucursal,26,1,86.87,1,8.50,224.20,1
388,Inicial,Centro,Digital,58,1,83.63,1,1.80,344.78,0
389,Premium,Remota,Digital,37,8,128.03,0,1.80,4352.02,0
390,Inicial,Centro,Sucursal,26,3,14.61,0,8.50,195.63,0
391,Premium,Sur,Sucursal,70,8,119.17,0,8.50,3209.82,0
392,Inicial,Centro,Digital,55,0,,1,1.80,20.00,0
393,Frecuente,Norte,Digital,42,3,48.34,0,1.80,432.63,0
394,Inicial,Sur,Digital,24,0,8.00,0,1.80,20.00,0
395,Frecuente,Norte,Telefónico,43,5,89.47,1,4.20,1536.47,0
396,Premium,Centro,Digital,45,8,85.99,0,1.80,2610.98,0
397,Premium,Sur,Digital,15,7,154.66,0,1.80,4695.91,0
398,Frecuente,Remota,Digital,84,10,82.19,1,1.80,3834.33,0
399,Premium,Centro,Sucursal,27,7,98.71,0,8.50,1706.82,0
400,Premium,Remota,Sucursal,10,7,134.73,0,8.50,3200.88,0
401,Inicial,Norte,Sucursal,72,5,64.09,1,8.50,1080.79,0
402,Frecuente,Centro,Digital,83,4,70.39,0,1.80,1165.51,0
403,Frecuente,Centro,Digital,39,4,59.89,1,1.80,1039.05,1
404,Inicial,Norte,Sucursal,70,1,35.51,1,8.50,105.64,0
405,Premium,Sur,Telefónico,2,6,124.92,0,4.20,2811.69,0
406,Frecuente,Norte,Sucursal,45,6,84.42,2,8.50,2235.58,0
407,Premium,Sur,Digital,24,7,107.69,1,1.80,3598.81,0
408,Inicial,Sur,Sucursal,33,3,76.48,1,8.50,795.39,0
409,Premium,Norte,Digital,80,10,141.68,0,1.80,5546.24,0
410,Premium,Sur,Sucursal,55,9,145.18,1,8.50,5543.55,0
411,Frecuente,Sur,Digital,43,7,53.43,0,1.80,1359.18,0
412,Frecuente,Norte,Telefónico,26,7,,2,4.20,1139.19,1
413,Premium,Centro,Sucursal,75,6,152.99,1,8.50,3316.59,0
414,Inicial,Sur,Digital,76,0,42.91,0,1.80,20.00,0
415,Premium,Centro,Sucursal,79,7,98.02,0,8.50,2519.98,0
416,Inicial,Remota,Telefónico,6,2,50.40,1,4.20,238.25,0
417,Inicial,Sur,Digital,59,2,40.36,0,1.80,380.84,0
418,Premium,Sur,Sucursal,73,8,151.09,1,8.50,3807.24,0
419,Premium,Sur,Digital,29,7,132.70,1,1.80,3207.96,0
420,Inicial,Remota,Digital,10,0,25.59,0,1.80,20.00,0
421,Inicial,Norte,Digital,43,1,,0,1.80,47.07,0
422,Inicial,Norte,Sucursal,21,2,64.07,1,8.50,578.66,0
423,Inicial,Remota,Sucursal,73,0,8.00,0,8.50,20.00,0
424,Frecuente,Remota,Digital,53,2,37.59,0,1.80,325.73,0
425,Frecuente,Norte,Sucursal,44,8,56.84,1,8.50,1156.74,1
426,Premium,Remota,Telefónico,78,9,157.44,0,4.20,5382.00,0
427,Premium,Centro,Digital,17,11,117.74,2,1.80,5134.27,0
428,Inicial,Remota,Digital,62,2,50.78,0,1.80,379.01,0
429,Premium,Centro,Digital,33,7,137.50,0,1.80,4311.58,0
430,Premium,Centro,Sucursal,16,7,111.91,0,8.50,2141.78,0
431,Inicial,Norte,Digital,75,1,92.15,0,1.80,268.75,0
432,Frecuente,Remota,Digital,72,6,54.72,0,1.80,984.05,0
433,Premium,Norte,Telefónico,16,8,108.90,0,4.20,2402.30,0
434,Premium,Centro,Digital,82,7,145.48,0,1.80,2625.25,0
435,Inicial,Sur,Digital,11,0,20.62,1,1.80,20.00,0
436,Inicial,Norte,Sucursal,57,1,91.69,0,8.50,423.60,0
437,Premium,Norte,Sucursal,5,7,162.02,0,8.50,3308.69,0
438,Frecuente,Norte,Digital,9,5,98.49,0,1.80,2013.06,0
439,Frecuente,Sur,Digital,25,4,78.85,1,1.80,1108.97,0
440,Frecuente,Centro,Sucursal,33,6,103.30,0,8.50,2290.00,0
441,Premium,Remota,Sucursal,44,11,128.59,0,8.50,3212.37,0
442,Premium,Norte,Sucursal,30,9,142.67,0,8.50,4003.73,0
443,Frecuente,Norte,Digital,52,4,32.50,2,1.80,447.02,0
444,Frecuente,Norte,Telefónico,25,8,55.98,0,4.20,1841.64,0
445,Inicial,Norte,Telefónico,46,2,54.47,1,4.20,427.57,0
446,Premium,Centro,Telefónico,48,7,114.71,0,4.20,3823.64,0
447,Frecuente,Norte,Telefónico,66,5,88.70,0,4.20,1897.40,0
448,Premium,Sur,Digital,23,8,,0,1.80,3498.58,0
449,Premium,Norte,Digital,13,7,164.42,0,1.80,3241.60,0
450,Frecuente,Norte,Digital,27,8,36.98,1,1.80,931.66,0
451,Premium,Norte,Telefónico,30,10,99.74,0,4.20,4414.80,0
452,Premium,Norte,Digital,2,6,147.57,1,1.80,4239.70,0
453,Premium,Sur,Sucursal,39,8,182.46,0,8.50,3831.24,0
454,Premium,Centro,Digital,43,9,133.61,1,1.80,4388.41,0
455,Frecuente,Centro,Digital,78,6,101.83,0,1.80,2583.77,0
456,Frecuente,Remota,Telefónico,49,5,51.75,0,4.20,1212.89,0
457,Frecuente,Remota,Sucursal,74,2,101.47,1,8.50,611.87,0
458,Premium,Remota,Digital,57,9,145.97,0,1.80,5444.79,0
459,Inicial,Norte,Telefónico,17,1,9.99,1,4.20,24.07,1
460,Inicial,Remota,Digital,4,0,48.84,0,1.80,20.00,1
461,Inicial,Remota,Digital,32,1,19.11,1,1.80,50.51,1
462,Frecuente,Remota,Digital,70,7,99.77,0,1.80,1781.77,0
463,Premium,Remota,Sucursal,82,10,117.13,0,8.50,5344.85,0
464,Inicial,Remota,Digital,53,0,43.74,1,1.80,20.00,0
465,Frecuente,Sur,Digital,2,5,46.18,0,1.80,967.73,0
466,Inicial,Sur,Digital,72,0,28.20,0,1.80,20.00,0
467,Inicial,Sur,Digital,81,2,85.73,1,1.80,682.42,0
468,Frecuente,Remota,Digital,9,4,80.18,1,1.80,1236.64,0
469,Premium,Remota,Digital,3,12,186.85,2,1.80,6577.46,0
470,Inicial,Norte,Digital,2,2,23.06,0,1.80,138.84,0
471,Frecuente,Centro,Digital,19,9,86.31,1,1.80,2097.10,0
472,Inicial,Centro,Telefónico,32,2,8.00,2,4.20,45.48,0
473,Premium,Centro,Digital,27,6,141.17,0,1.80,3248.98,0
474,Premium,Centro,Digital,82,10,128.15,1,1.80,2992.83,0
475,Inicial,Remota,Digital,22,2,14.41,0,1.80,136.03,0
476,Premium,Norte,Digital,12,9,135.23,1,1.80,4848.03,0
477,Premium,Centro,Digital,83,10,159.50,1,1.80,4822.43,0
478,Frecuente,Remota,Sucursal,3,7,63.58,0,8.50,1135.05,0
479,Frecuente,Sur,Digital,63,6,86.33,0,1.80,1510.43,0
480,Premium,Norte,Digital,20,11,92.82,0,1.80,3684.12,0
481,Premium,Remota,Sucursal,3,7,119.40,0,8.50,1976.33,0
482,Inicial,Remota,Sucursal,20,0,28.94,0,8.50,20.00,0
483,Inicial,Centro,Telefónico,17,2,50.45,1,4.20,230.34,0
484,Frecuente,Sur,Digital,29,6,64.76,0,1.80,1794.65,0
485,Inicial,Remota,Sucursal,8,0,75.36,1,8.50,20.00,1
486,Premium,Centro,Sucursal,39,6,149.77,0,8.50,3190.73,0
487,Frecuente,Norte,Digital,32,1,47.18,0,1.80,195.33,0
488,Premium,Remota,Sucursal,55,8,145.74,0,8.50,3111.96,0
489,Inicial,Remota,Telefónico,41,0,19.79,1,4.20,20.00,0
490,Inicial,Norte,Digital,71,0,61.43,0,1.80,20.00,0
491,Premium,Centro,Telefónico,77,10,136.32,0,4.20,6488.15,0
492,Premium,Sur,Telefónico,66,8,83.64,0,4.20,1741.16,0
493,Inicial,Sur,Digital,75,2,63.47,0,1.80,467.06,0
494,Frecuente,Remota,Digital,74,8,76.55,0,1.80,2369.76,0
495,Frecuente,Centro,Sucursal,43,3,108.13,0,8.50,1447.21,0
496,Premium,Centro,Sucursal,81,11,119.87,0,8.50,3041.91,0
497,Premium,Norte,Digital,51,12,127.74,0,1.80,5093.76,0
498,Frecuente,Centro,Digital,7,5,54.12,0,1.80,875.70,0
499,Inicial,Remota,Sucursal,63,0,64.10,0,8.50,20.00,0
500,Frecuente,Sur,Sucursal,74,3,102.30,1,8.50,1013.09,0
501,Premium,Centro,Sucursal,22,11,132.43,1,8.50,3756.97,0
502,Inicial,Sur,Digital,11,1,51.12,0,1.80,238.57,0
503,Frecuente,Centro,Digital,15,5,97.48,0,1.80,1340.82,0
504,Premium,Remota,Sucursal,19,11,122.94,0,8.50,4299.26,0
505,Frecuente,Norte,Digital,26,6,39.71,1,1.80,529.33,0
506,Premium,Sur,Telefónico,3,9,121.87,1,4.20,3515.35,0
507,Premium,Centro,Telefónico,63,10,,0,4.20,3833.19,0
508,Inicial,Sur,Digital,51,4,44.84,0,1.80,713.67,0
509,Premium,Sur,Sucursal,81,8,158.72,2,8.50,5910.54,0
510,Frecuente,Remota,Sucursal,12,5,68.33,0,8.50,1353.92,0
511,Frecuente,Norte,Sucursal,55,10,62.31,0,8.50,1705.82,0
512,Inicial,Norte,Digital,68,4,66.45,0,1.80,1212.96,0
513,Premium,Norte,Digital,72,5,127.13,1,1.80,1638.96,0
514,Frecuente,Remota,Digital,82,9,89.53,0,1.80,3405.08,0
515,Premium,Sur,Sucursal,79,9,152.32,0,8.50,5468.69,0
516,Premium,Remota,Sucursal,48,7,144.58,1,8.50,3473.32,0
517,Frecuente,Centro,Telefónico,53,6,107.27,0,4.20,1712.32,0
518,Premium,Remota,Sucursal,59,10,154.29,0,8.50,6508.00,0
519,Premium,Sur,Digital,74,6,118.72,1,1.80,2531.29,0
520,Inicial,Norte,Digital,51,0,51.76,0,1.80,20.00,0
521,Inicial,Sur,Digital,39,2,25.52,1,1.80,234.26,0
522,Frecuente,Remota,Digital,65,7,103.58,1,1.80,3363.21,0
523,Frecuente,Sur,Digital,23,1,86.67,2,1.80,211.00,0
524,Premium,Norte,Sucursal,16,6,166.57,1,8.50,3846.26,0
525,Premium,Norte,Digital,49,10,139.00,0,1.80,6175.79,0
526,Premium,Centro,Digital,40,12,127.40,0,1.80,4511.25,0
527,Inicial,Centro,Sucursal,33,4,47.16,0,8.50,713.17,0
528,Premium,Remota,Digital,57,9,163.53,0,1.80,4174.39,0
529,Premium,Norte,Digital,19,10,142.54,0,1.80,5278.36,0
530,Inicial,Centro,Digital,23,2,55.38,1,1.80,434.01,0
531,Premium,Norte,Telefónico,75,8,139.99,0,4.20,5077.29,0
532,Premium,Centro,Digital,18,7,169.24,1,1.80,3620.29,0
533,Inicial,Centro,Digital,81,1,43.14,0,1.80,183.32,0
534,Frecuente,Sur,Digital,80,3,64.32,1,1.80,706.76,0
535,Frecuente,Norte,Telefónico,30,4,8.00,0,4.20,122.44,0
536,Premium,Remota,Digital,43,9,109.53,1,1.80,2712.86,0
537,Frecuente,Centro,Digital,65,2,59.34,1,1.80,383.32,0
538,Inicial,Norte,Digital,44,3,69.21,0,1.80,712.91,0
539,Inicial,Remota,Telefónico,69,3,28.73,1,4.20,202.20,0
540,Premium,Sur,Sucursal,3,4,144.46,1,8.50,2472.52,0
541,Inicial,Sur,Telefónico,44,4,41.54,1,4.20,533.84,0
542,Frecuente,Sur,Sucursal,35,3,47.88,1,8.50,404.78,0
543,Inicial,Sur,Digital,48,2,8.00,1,1.80,36.24,0
544,Inicial,Sur,Telefónico,68,0,37.09,1,4.20,20.00,0
545,Premium,Norte,Digital,5,5,144.59,0,1.80,3342.87,0
546,Inicial,Sur,Digital,6,1,77.63,1,1.80,321.25,1
547,Premium,Norte,Digital,25,8,163.81,0,1.80,3812.04,0
548,Premium,Centro,Digital,45,6,116.83,0,1.80,3261.23,0
549,Inicial,Centro,Digital,44,1,43.05,2,1.80,100.35,0
550,Frecuente,Norte,Sucursal,76,6,46.76,0,8.50,942.50,0
551,Inicial,Centro,Telefónico,60,1,40.62,1,4.20,99.64,0
552,Frecuente,Remota,Digital,29,3,103.60,2,1.80,892.28,0
553,Premium,Sur,Sucursal,42,8,136.72,0,8.50,3717.98,0
554,Premium,Norte,Digital,52,9,152.64,0,1.80,4186.30,0
555,Premium,Remota,Digital,53,9,152.89,0,1.80,3263.59,0
556,Frecuente,Remota,Sucursal,44,7,55.07,0,8.50,1512.16,0
557,Premium,Remota,Digital,77,6,142.05,0,1.80,3993.40,0
558,Premium,Remota,Digital,83,7,129.41,0,1.80,3917.14,0
559,Premium,Centro,Sucursal,20,7,140.80,0,8.50,2695.38,0
560,Premium,Sur,Telefónico,56,7,124.29,0,4.20,4154.04,0
561,Premium,Remota,Telefónico,38,12,154.73,0,4.20,6788.41,0
562,Frecuente,Centro,Digital,76,5,55.46,1,1.80,886.11,0
563,Premium,Norte,Digital,25,5,119.23,0,1.80,1758.68,0
564,Inicial,Centro,Sucursal,19,3,40.04,0,8.50,400.62,0
565,Premium,Remota,Telefónico,78,11,120.78,0,4.20,5755.71,0
566,Frecuente,Centro,Sucursal,31,6,,0,8.50,1867.21,0
567,Inicial,Remota,Sucursal,15,0,15.37,1,8.50,20.00,0
568,Frecuente,Remota,Digital,67,7,79.95,0,1.80,1918.81,0
569,Inicial,Sur,Sucursal,44,1,44.23,0,8.50,163.30,0
570,Frecuente,Sur,Digital,77,7,71.86,0,1.80,1843.90,0
571,Inicial,Centro,Sucursal,38,3,13.69,0,8.50,144.35,0
572,Inicial,Sur,Digital,33,2,56.63,0,1.80,300.57,0
573,Frecuente,Sur,Sucursal,34,6,54.75,1,8.50,750.94,0
574,Premium,Norte,Telefónico,53,11,137.26,0,4.20,5049.63,0
575,Premium,Sur,Digital,34,9,123.09,0,1.80,3305.19,0
576,Premium,Norte,Digital,50,10,121.73,0,1.80,5432.46,0
577,Frecuente,Remota,Sucursal,68,5,65.66,1,8.50,1538.50,0
578,Frecuente,Sur,Digital,13,4,70.93,1,1.80,964.37,0
579,Premium,Norte,Digital,24,8,138.23,0,1.80,3615.19,0
580,Frecuente,Norte,Sucursal,33,6,73.84,0,8.50,1080.60,0
581,Inicial,Centro,Sucursal,16,4,61.89,0,8.50,961.65,0
582,Inicial,Norte,Digital,60,4,39.92,0,1.80,539.57,0
583,Premium,Sur,Digital,10,8,143.49,0,1.80,3296.12,0
584,Inicial,Remota,Telefónico,26,6,33.42,0,4.20,697.76,0
585,Inicial,Centro,Telefónico,34,2,50.64,0,4.20,340.26,0
586,Premium,Centro,Telefónico,50,8,131.16,1,4.20,4776.34,0
587,Frecuente,Remota,Digital,9,5,71.51,2,1.80,1234.80,0
588,Frecuente,Sur,Sucursal,52,4,148.97,1,8.50,2313.44,0
589,Frecuente,Centro,Telefónico,38,5,60.02,1,4.20,809.23,0
590,Premium,Sur,Digital,81,9,120.61,0,1.80,2488.83,0
591,Inicial,Remota,Digital,70,0,22.86,2,1.80,20.00,1
592,Frecuente,Centro,Digital,28,5,84.50,0,1.80,1433.07,0
593,Inicial,Norte,Telefónico,5,1,17.31,2,4.20,65.91,1
594,Inicial,Norte,Sucursal,40,2,49.67,0,8.50,376.41,0
595,Inicial,Centro,Digital,79,2,87.62,0,1.80,833.04,0
596,Premium,Norte,Digital,28,10,137.87,0,1.80,4235.90,0
597,Frecuente,Norte,Sucursal,71,6,87.44,0,8.50,2233.21,0
598,Inicial,Centro,Telefónico,11,1,60.08,0,4.20,146.10,0
599,Frecuente,Remota,Sucursal,27,6,86.93,0,8.50,1384.26,0
600,Premium,Remota,Sucursal,12,9,105.76,0,8.50,2955.03,1
601,Inicial,Centro,Sucursal,70,0,43.73,0,8.50,20.00,0
602,Frecuente,Remota,Digital,6,5,93.54,0,1.80,1283.77,0
603,Frecuente,Centro,Digital,7,7,65.21,0,1.80,1142.00,0
604,Premium,Sur,Digital,42,6,136.45,0,1.80,2285.98,0
605,Inicial,Remota,Telefónico,10,0,50.01,1,4.20,20.00,0
606,Inicial,Remota,Sucursal,81,1,33.00,1,8.50,101.42,0
607,Frecuente,Norte,Digital,60,4,75.78,0,1.80,1142.67,0
608,Premium,Norte,Sucursal,71,12,141.26,0,8.50,7506.02,0
609,Premium,Remota,Telefónico,36,11,137.31,0,4.20,5028.19,0
610,Inicial,Centro,Digital,6,0,71.22,0,1.80,20.00,1
611,Frecuente,Centro,Digital,31,8,92.02,0,1.80,2036.77,0
612,Inicial,Centro,Digital,40,0,59.01,1,1.80,20.00,0
613,Frecuente,Norte,Telefónico,52,7,116.62,0,4.20,1798.80,0
614,Premium,Sur,Digital,38,6,117.99,0,1.80,3299.00,0
615,Premium,Centro,Sucursal,43,8,126.97,1,8.50,4579.93,0
616,Premium,Centro,Digital,23,7,112.61,0,1.80,2883.58,0
617,Frecuente,Norte,Digital,84,1,79.65,0,1.80,218.68,0
618,Frecuente,Sur,Digital,55,3,70.53,0,1.80,655.38,0
619,Inicial,Remota,Sucursal,69,3,29.45,0,8.50,353.67,0
620,Inicial,Remota,Digital,51,4,60.86,0,1.80,1141.14,0
621,Premium,Norte,Digital,27,6,130.63,0,1.80,2827.66,0
622,Frecuente,Centro,Digital,9,11,114.78,0,1.80,5518.52,0
623,Premium,Sur,Sucursal,42,6,138.09,0,8.50,2809.41,0
624,Frecuente,Norte,Sucursal,30,5,8.53,0,8.50,179.27,0
625,Frecuente,Norte,Sucursal,21,5,52.89,2,8.50,1058.27,0
626,Inicial,Centro,Digital,41,1,21.91,0,1.80,69.25,0
627,Premium,Sur,Telefónico,19,7,156.42,0,4.20,5029.21,0
628,Inicial,Remota,Telefónico,20,3,84.29,0,4.20,1197.80,0
629,Frecuente,Sur,Telefónico,74,4,34.70,0,4.20,427.64,0
630,Inicial,Norte,Sucursal,15,0,36.32,1,8.50,20.00,0
631,Inicial,Norte,Sucursal,29,2,8.00,0,8.50,70.54,0
632,Premium,Remota,Digital,41,9,112.10,0,1.80,2366.55,0
633,Premium,Remota,Digital,48,10,136.69,0,1.80,5001.03,0
634,Premium,Remota,Sucursal,37,11,154.97,1,8.50,7728.96,0
635,Premium,Centro,Digital,39,5,142.66,0,1.80,3349.94,0
636,Frecuente,Sur,Digital,72,5,41.78,0,1.80,956.60,0
637,Frecuente,Remota,Digital,39,6,54.39,0,1.80,740.70,1
638,Premium,Remota,Digital,37,8,110.77,0,1.80,3534.38,0
639,Frecuente,Remota,Telefónico,9,4,58.76,0,4.20,674.70,0
640,Inicial,Sur,Digital,74,2,63.49,0,1.80,471.40,0
641,Premium,Norte,Digital,7,8,159.78,1,1.80,3775.39,0
642,Premium,Norte,Sucursal,24,8,137.99,0,8.50,2908.32,0
643,Premium,Sur,Digital,47,11,152.91,0,1.80,5966.37,0
644,Frecuente,Norte,Digital,20,5,26.71,0,1.80,569.92,0
645,Premium,Centro,Digital,10,9,143.51,1,1.80,5162.22,0
646,Premium,Sur,Digital,39,9,178.34,0,1.80,4459.12,0
647,Inicial,Sur,Digital,17,4,42.01,0,1.80,377.91,0
648,Inicial,Centro,Digital,66,1,22.49,0,1.80,102.61,0
649,Inicial,Centro,Sucursal,78,3,94.62,0,8.50,691.50,0
650,Premium,Sur,Digital,65,10,141.36,0,1.80,4965.64,0
651,Inicial,Norte,Sucursal,37,3,80.44,1,8.50,1110.76,0
652,Frecuente,Sur,Sucursal,24,6,15.91,1,8.50,254.93,0
653,Inicial,Norte,Digital,41,2,53.13,1,1.80,428.50,0
654,Frecuente,Remota,Digital,37,8,34.25,1,1.80,1092.12,0
655,Frecuente,Sur,Telefónico,55,6,80.45,1,4.20,1914.28,0
656,Frecuente,Centro,Digital,67,4,66.50,0,1.80,684.37,0
657,Inicial,Norte,Digital,26,0,72.39,1,1.80,20.00,0
658,Premium,Sur,Sucursal,83,8,156.10,0,8.50,4912.03,0
659,Premium,Sur,Digital,59,10,146.45,0,1.80,3734.41,0
660,Inicial,Remota,Sucursal,23,2,18.21,1,8.50,94.60,0
661,Inicial,Remota,Sucursal,26,1,,0,8.50,310.47,0
662,Inicial,Remota,Telefónico,16,1,,1,4.20,93.68,0
663,Premium,Sur,Telefónico,22,7,135.69,0,4.20,2359.76,0
664,Premium,Remota,Digital,21,6,111.10,0,1.80,2323.97,0
665,Frecuente,Sur,Digital,4,5,65.23,0,1.80,1212.78,0
666,Frecuente,Centro,Digital,46,8,65.04,0,1.80,1475.09,0
667,Inicial,Centro,Telefónico,15,1,49.08,0,4.20,218.16,0
668,Frecuente,Centro,Sucursal,76,7,92.73,0,8.50,2390.72,0
669,Frecuente,Centro,Sucursal,27,4,96.33,0,8.50,1463.68,0
670,Frecuente,Centro,Telefónico,69,4,76.22,1,4.20,906.37,0
671,Premium,Centro,Sucursal,75,10,147.20,1,8.50,5057.23,0
672,Premium,Sur,Digital,39,10,107.71,0,1.80,2929.95,0
673,Frecuente,Norte,Telefónico,81,4,26.21,0,4.20,492.98,0
674,Premium,Remota,Telefónico,81,8,149.94,0,4.20,4081.29,0
675,Frecuente,Remota,Digital,9,3,37.39,0,1.80,293.58,0
676,Inicial,Centro,Digital,4,3,46.25,2,1.80,472.66,0
677,Premium,Centro,Digital,35,10,149.03,0,1.80,3960.56,0
678,Frecuente,Centro,Digital,11,3,64.11,1,1.80,454.92,0
679,Premium,Centro,Digital,18,9,166.10,0,1.80,5870.52,0
680,Premium,Sur,Digital,12,8,135.92,0,1.80,4672.72,0
681,Frecuente,Norte,Telefónico,28,6,83.73,1,4.20,1437.35,0
682,Frecuente,Centro,Digital,55,5,54.17,0,1.80,791.52,0
683,Frecuente,Sur,Telefónico,3,3,30.75,1,4.20,394.61,1
684,Premium,Norte,Digital,50,9,112.97,2,1.80,3196.07,0
685,Inicial,Remota,Digital,51,6,21.39,0,1.80,534.88,0
686,Inicial,Remota,Sucursal,83,6,39.76,0,8.50,1062.24,0
687,Frecuente,Remota,Telefónico,43,5,23.92,1,4.20,480.26,0
688,Premium,Sur,Digital,4,5,137.58,0,1.80,1842.06,0
689,Inicial,Remota,Digital,40,1,54.16,1,1.80,255.68,0
690,Premium,Remota,Sucursal,41,11,88.45,0,8.50,2478.10,0
691,Frecuente,Sur,Digital,54,4,,0,1.80,1322.08,0
692,Premium,Norte,Telefónico,60,11,146.91,1,4.20,4264.40,0
693,Frecuente,Norte,Digital,48,7,99.23,1,1.80,2924.88,0
694,Frecuente,Centro,Digital,27,6,89.43,2,1.80,2271.61,0
695,Inicial,Remota,Telefónico,77,2,,0,4.20,473.47,0
696,Frecuente,Norte,Sucursal,32,4,47.11,1,8.50,639.09,1
697,Frecuente,Remota,Sucursal,50,5,34.15,0,8.50,401.76,0
698,Frecuente,Centro,Digital,65,6,57.12,0,1.80,1105.68,0
699,Premium,Centro,Sucursal,34,10,159.50,0,8.50,3880.67,0
700,Frecuente,Centro,Digital,17,7,8.00,0,1.80,164.11,0
701,Frecuente,Sur,Digital,56,7,58.95,2,1.80,1070.14,0
702,Frecuente,Centro,Digital,7,5,72.82,0,1.80,1047.34,0
703,Frecuente,Centro,Digital,72,3,74.60,1,1.80,564.29,0
704,Inicial,Norte,Sucursal,35,0,,0,8.50,20.00,0
705,Premium,Norte,Digital,10,9,163.17,0,1.80,4316.27,0
706,Frecuente,Centro,Telefónico,20,6,98.21,0,4.20,2380.75,0
707,Frecuente,Centro,Digital,6,3,23.02,0,1.80,283.82,0
708,Inicial,Centro,Sucursal,37,4,41.40,0,8.50,394.77,0
709,Frecuente,Sur,Digital,52,9,96.95,1,1.80,2566.05,0
710,Inicial,Sur,Digital,56,4,40.20,0,1.80,731.66,0
711,Inicial,Sur,Digital,63,0,53.00,0,1.80,20.00,0
712,Inicial,Remota,Sucursal,12,4,66.24,0,8.50,902.28,0
713,Inicial,Remota,Digital,83,0,41.93,0,1.80,20.00,0
714,Frecuente,Norte,Digital,38,7,44.40,0,1.80,1425.05,0
715,Frecuente,Centro,Digital,73,6,51.24,0,1.80,689.32,0
716,Inicial,Remota,Digital,54,0,59.42,0,1.80,20.00,0
717,Premium,Sur,Digital,24,9,,1,1.80,5134.48,0
718,Frecuente,Centro,Digital,84,5,35.56,0,1.80,792.71,0
719,Frecuente,Sur,Sucursal,79,4,,0,8.50,1189.68,0
720,Inicial,Centro,Sucursal,25,0,55.40,0,8.50,20.00,0
721,Premium,Norte,Digital,60,10,155.15,1,1.80,6393.67,0
722,Inicial,Remota,Sucursal,26,4,32.45,2,8.50,417.79,0
723,Premium,Remota,Telefónico,64,8,102.80,0,4.20,2851.69,0
724,Premium,Remota,Digital,8,8,110.27,0,1.80,2665.11,0
725,Frecuente,Remota,Digital,80,7,63.71,0,1.80,1315.15,0
726,Inicial,Norte,Sucursal,44,1,86.46,0,8.50,350.99,0
727,Premium,Remota,Telefónico,84,8,92.41,0,4.20,2821.65,0
728,Premium,Remota,Digital,26,5,150.51,1,1.80,3208.23,0
729,Inicial,Norte,Sucursal,3,1,59.47,0,8.50,263.71,0
730,Frecuente,Remota,Digital,30,4,84.41,1,1.80,969.17,0
731,Inicial,Sur,Telefónico,66,1,38.14,2,4.20,163.14,0
732,Inicial,Centro,Telefónico,6,3,30.50,0,4.20,229.42,0
733,Premium,Sur,Sucursal,65,4,135.49,0,8.50,2346.60,0
734,Frecuente,Centro,Digital,61,7,56.55,1,1.80,958.59,0
735,Frecuente,Norte,Digital,68,4,80.16,0,1.80,1046.60,0
736,Premium,Sur,Telefónico,57,7,137.07,0,4.20,4122.21,0
737,Frecuente,Remota,Telefónico,22,4,81.66,2,4.20,846.77,0
738,Premium,Sur,Digital,71,10,161.89,0,1.80,4881.91,0
739,Premium,Norte,Sucursal,58,6,95.57,0,8.50,1920.71,0
740,Premium,Remota,Sucursal,39,7,160.72,0,8.50,3615.86,0
741,Premium,Sur,Digital,66,6,125.69,0,1.80,1713.76,0
742,Inicial,Sur,Sucursal,65,0,51.49,0,8.50,20.00,0
743,Inicial,Centro,Digital,74,1,18.72,2,1.80,89.33,0
744,Premium,Norte,Digital,37,8,113.01,0,1.80,3335.44,0
745,Premium,Norte,Digital,67,5,112.91,0,1.80,2286.55,0
746,Inicial,Remota,Telefónico,61,2,47.12,1,4.20,373.20,0
747,Frecuente,Sur,Sucursal,82,4,83.96,1,8.50,1588.74,0
748,Inicial,Remota,Sucursal,17,1,73.22,0,8.50,261.81,0
749,Inicial,Norte,Telefónico,48,2,39.30,0,4.20,248.44,0
750,Inicial,Sur,Digital,48,1,35.91,1,1.80,152.86,0
751,Inicial,Sur,Telefónico,28,3,80.94,1,4.20,576.89,1
752,Frecuente,Remota,Telefónico,49,6,34.17,0,4.20,773.85,0
753,Frecuente,Remota,Sucursal,20,7,56.15,1,8.50,1283.36,0
754,Premium,Centro,Telefónico,57,6,131.94,0,4.20,3524.05,0
755,Premium,Sur,Sucursal,16,8,127.04,1,8.50,4237.91,0
756,Frecuente,Centro,Digital,69,5,74.01,0,1.80,1571.01,0
757,Premium,Remota,Digital,69,7,119.87,1,1.80,1896.67,0
758,Premium,Sur,Digital,12,10,143.25,0,1.80,3777.83,0
759,Inicial,Norte,Digital,53,1,37.46,1,1.80,151.90,0
760,Inicial,Remota,Telefónico,34,1,13.07,1,4.20,32.86,0
761,Premium,Norte,Digital,65,8,142.85,1,1.80,3723.58,0
762,Inicial,Centro,Digital,76,2,36.82,0,1.80,268.18,0
763,Frecuente,Remota,Digital,82,2,71.89,1,1.80,379.17,0
